BBL,LotArea_12,availFAR_perc_12
5028410050,51550,98
5031700056,8000,78.3
5017600046,12300,74.5
5001510007,5980,61.7
5004860051,6000,75
5003420017,6500,64
5003550105,8850,62
5000540060,6750,54
5000150008,7182,51.7
5032480017,6600,83.3
5022670033,12375,74
5014410067,5900,68
5032460057,5000,60
5002580197,16269,56
5009500017,12084,100
5006340023,8505,78.3
5005160039,5000,50
5008560001,7070,56
5006180373,5708,100
5008040246,16151,100
5008690660,9600,54
5008370477,10000,66
5007650011,5080,63.3
5013920001,150000,95
5015060001,9000,81.7
5014830045,6000,70
5023700170,8040,73.3
5024010105,14027,97.6
5000850026,5000,100
5000820024,7500,66.7
5001060047,6532,58.3
5032290084,5500,60
5030060001,10050,51.7
5027740007,6149,66.7
5001220055,8750,60
5001850152,66547,99
5003400026,5400,50
5007520032,5500,75
5006160136,9500,100
5008370316,8800,73.3
5030050001,5000,56.7
5021620184,33291,96
5036390004,5000,63.3
5014380020,5050,51.7
5012200015,7500,73.3
5012720276,6200,65
5014760068,22300,78.3
5012080051,739180,99
5006840093,18840,66
5006130250,20250,62
5005720025,5000,55
5007520117,5000,70
5035630023,6000,78.3
5036170045,6000,65
5010440132,6600,55
5011500017,7500,91.5
5012720342,5000,70
5010130024,6100,65
5029830070,8550,100
5030420032,8150,55
5030030045,5600,58.3
5026290020,57000,86.7
5001390053,16845,100
5001600066,7392,58.3
5001490114,8360,73.3
5015010078,5400,68.3
5006180332,10745,100
5005150072,5612,70
5009510087,12063,70
5014750015,5000,64
5032310057,8900,74
5033190063,5626,50
5026600060,7900,94
5026280050,7500,61.7
5001250099,12714,78.3
5001780021,5000,53.3
5000060014,22800,70.3
5000280143,12870,52
5000050074,28000,75.6
5033330032,7500,100
5002330009,5000,53.3
5002090048,7655,100
5034100001,7332,85
5001660027,6992,66.7
5000690084,5000,58
5001260040,8148,50
5004620187,5000,61.7
5003760044,13300,72
5005110007,5750,81.7
5000840318,9572,100
5009180255,5000,50
5007520474,6000,71.7
5007710028,5760,70
5005930315,12000,62
5008550005,5800,66
5008500067,10000,56
5008450017,6596,100
5011550052,13400,92.5
5011010037,5000,60
5012610039,5633,78.3
5011500055,6242,58.5
5008780120,12912,50
5013480375,953092,100
5010700065,24940,100
5036360070,8000,63.3
5035910057,80050,60
5032090168,6231,100
5030990001,10800,68
5035900043,7500,61.7
5016320190,9900,100
5022650060,10000,80
5031170120,7200,85
5015080105,5000,65
5023910230,14000,75
5031940046,12192,70
5033680018,5000,100
5029080008,5000,55
5001450026,6532,60
5003910250,23910,76.8
5000720090,5000,60
5008570039,11538,66
5007070080,12470,76
5008120027,14400,100
5008810095,26700,90
5005560185,7800,100
5008540040,5000,64
5012300074,5628,65
5011010025,5000,70
5008020089,5170,61.7
5010770052,6105,69.1
5011940022,7260,58.3
5010440143,5542,68.3
5012570052,5050,58.3
5015940031,6000,76.7
5019920050,84900,56.7
5007950008,35040,95
5007690045,6000,60
5011440031,6050,70
5006040055,6900,68
5006370012,18595,63.3
5006160055,10556,68.3
5006350001,55795,65
5006270034,11088,71.7
5008990082,15962,64
5008280224,5625,100
5016080023,5490,68.3
5014690028,5000,58
5006280001,263900,100
5008520125,6000,50
5007450020,6000,51.7
5010440123,6640,53.3
5012340069,5054,58.3
5024100316,14280,100
5028420089,14500,58.3
5035600001,20000,53
5035690026,6000,56.7
5015080027,5300,51.7
5032750025,5000,56.7
5017070046,75000,55
5032090075,6000,50
5028270165,7169,68.9
5002210087,7439,61.7
5003420048,6850,74
5001490038,57212,100
5028990020,5375,70
5028540002,6050,56.7
5033320019,12750,100
5001490232,16206,53.3
5004860056,5000,65
5003550094,6586,58
5005930555,13578,62
5007950005,12000,81.7
5013060014,621165,100
5011940089,5700,68.3
5012380014,6750,61.7
5012560039,26245,90.5
5010740046,6600,60
5016850108,22557,82
5028860008,5000,51.7
5028670033,5219,60
5028340032,5000,100
5019760001,9659,80
5028350019,6240,52
5028230031,5470,62.5
5002180079,11930,100
5024520040,59230,100
5032090093,5000,56
5033770046,11750,75
5003560357,5000,58
5000780080,23100,100
5000640115,20487,100
5005820015,10000,60
5006870277,10300,100
5007260020,7380,55
5006230100,6460,100
5035710065,6000,71.7
5007100059,10000,63.3
5001430028,6525,100
5001200085,6912,53.3
5023590001,31850000,NA
5008000001,15600,73.3
5031220213,6097,100
5032490036,5000,66.7
5029200016,5600,73
5014810040,29784,100
5010360049,10781,51.7
5008330009,7032,100
5011960111,11750,60
5010940001,5000,53.3
5012360047,5793,100
5021010005,8505,66.7
5015080088,5000,60
5032700059,6000,63.3
5003770317,5050,60
5002610015,6650,70
5033050041,5100,61.7
5002190045,7000,55
5002670011,7500,66
5007270065,8300,76.7
5011310077,9375,73.3
5022360061,8568,50
5014830075,8296,76.7
5008760076,35000,74
5035600008,6000,53.3
5023700145,19246,88.3
5030760024,8100,90
5015010228,5432,61.7
5030340070,8690,58.3
5001330079,5250,50
5001610093,8010,63.3
5004770008,6360,66.7
5006000065,12720,78
5000660103,5900,58.3
5002840076,5100,56
5003420034,6700,52
5003050011,5800,62
5003890019,5300,58.3
5000530010,9950,66
5000360111,6200,51.7
5003210028,5605,58
5002450009,6000,66
5007270058,5600,65
5008480335,14405,72
5035650039,8000,61.7
5003130053,9888,66
5007250040,14640,80
5008510120,5000,64
5008870048,23560,100
5011960114,11750,71.7
5021510039,9075,60
5010440125,6105,61.7
5028440015,21850,59.5
5010430016,8250,60
5010910015,6000,50
5020180030,11210,100
5030900001,29390,84
5022800001,6250,74
5034170108,8960,75
5033530026,6085,73.3
5018650250,43501,100
5001830045,6000,50
5030710061,7050,55
5029900001,6800,73.3
5032540005,8000,68.3
5028660079,9360,63.3
5034100051,5231,50
5027800055,10500,63.3
5001440058,6958,50
5000580022,9750,50
5001340068,5250,58.3
5004830055,6000,86.7
5000780266,12875,60
5001490236,16425,60
5000160007,18100,85.6
5005860001,26331,72
5009290100,113028,100
5001240032,6420,60
5003540117,5700,56.7
5003260141,7500,66
5002730014,5000,56
5006940039,6880,56
5006170012,5000,60
5006140024,31200,60
5010740043,5000,64.4
5012160026,5550,51.7
5036400060,5000,55
5010840008,6856,58.3
5006130260,12376,100
5009420027,6400,100
5006220062,6000,70
5008690639,5880,66
5008280350,7392,58
5008340031,14457,72
5010400067,5000,58.3
5014940006,5904,75
5022640050,7500,68
5032260069,11100,70
5005870063,28800,72
5008600001,12500,82
5015960028,6000,70
5015600015,102149,81.7
5036160026,6013,50
5019870136,6174,51.7
5036110011,6000,63.3
5000040090,30763,100
5003040021,10000,66
5005770012,13200,80
5009080158,27513,60
5004990053,6600,56.7
5008980111,10125,68
5013180001,6100,68.3
5005710062,8446,56.7
5006170007,7500,60
5000860080,7550,68.3
5011010062,17892,57
5011090023,43000,100
5010700031,10900,100
5021580033,5600,100
5030660265,12005,58
5031110031,6900,73.3
5031020078,10400,85
5028660067,10425,65
5031700034,6000,71.7
5001850052,22000,100
5028560039,5000,66.7
5028270059,73956,85
5018550072,11398,100
5001660017,5100,53.3
5000550041,5130,50
5008440001,9157,50
5007630028,5960,68.3
5008700032,6121,58
5006700009,6105,68
5009500245,6000,100
5008490123,6800,52
5012220100,20321,84
5036080045,5376,61.7
5008320110,16374,100
5015970023,6720,71.7
5023590100,8844,100
5029680035,10912,73.3
5028320018,20000,57.8
5033790046,5000,50
5036400056,6000,65
5021580014,6970,71.7
5036170030,6000,60
5007780045,5500,51.7
5032970061,5151,53.3
5033550068,318900,100
5033730039,5650,73.3
5002790042,10728,66
5000880012,7000,71.7
5007950016,113250,98.3
5029160014,16942,88.3
5026450001,70027,100
5027700059,5697,65
5026360028,6890,63.3
5002350023,5000,60
5027710037,7018,60
5028490032,5000,100
5018550073,6330,100
5000080016,12870,85.3
5001850539,219355,97.5
5001010192,5000,68
5000540074,5750,60
5005790174,5000,100
5001120018,9300,70
5004570047,10350,60
5008990040,8100,60
5008690613,8150,52
5006840148,10920,54
5005780088,11160,72
5010060032,42000,100
5012720001,65340,100
5020150032,29356,50
5008370487,10000,100
5011920015,7250,60
5012160001,5650,73.3
5019930014,12587,100
5030750001,5250,61.7
5035900012,5000,55
5022870131,6555,58
5019650072,5330,50
5036330001,6000,51.7
5022650149,9120,100
5031670007,7940,65
5030400203,11045,83.3
5028270203,5538,74.4
5030230057,6279,60
5026250096,9100,76.7
5026610020,7670,61
5000210112,13764,68.3
5009520248,13750,70
5002240099,5364,60
5001010185,6790,62
5006330022,5000,63.3
5008980205,12600,76
5011650040,26439,100
5006880001,29016,66
5008370341,6122,60
5010500120,5928,61.7
5010600011,5000,51.7
5035810017,7914,50
5010530138,553700,74.4
5036350026,5700,66.7
5032150001,537795,88.3
5032510058,6000,71.7
5034130065,8000,100
5032860019,11230,61.7
5015150050,8560,68.3
5012630223,5365,73.3
5003260026,6360,52
5003000464,5160,73.3
5007270018,5760,68.3
5009520215,8300,68
5011520100,6213,100
5008380349,16530,70
5035360146,6651,73.3
5016800283,5488,51.7
5029830034,5000,65
5028460012,201847,100
5023910182,33800,75
5022800043,5000,100
5001410030,8000,58
5004760101,5000,75
5022830083,6935,58
5031520038,5000,100
5030600187,6600,100
5006270012,9750,65
5028100098,22886,100
5026360074,7500,73.3
5027670087,7380,61.7
5003410023,6000,64
5006730032,6000,74
5006310122,6000,54
5006300147,5000,54
5007740105,6000,78.3
5012780003,181000,100
5012110060,10791,61.7
5002050046,8526,77
5001440082,7300,68.3
5003460248,6000,52
5005360054,5725,56.7
5008530021,5000,70
5015910028,28780,100
5002520099,7100,58.3
5006150026,16305,100
5010970041,9044,76.7
5011250028,5170,100
5011860001,6319,68.3
5035300017,25600,70
5022420096,8191,65
5030600165,9259,70
5033060020,10000,65
5008970040,13000,100
5008190032,6954,50
5013800160,74375,100
5016960008,365059,58
5023610012,9660,80
5033130038,5500,51.7
5000120001,29500,75.7
5015990031,8610,80
5021650060,258180,100
5030380025,7772,55
5031850065,8000,80
5031910096,5207,64
5004810015,6200,58.3
5003260397,15576,54
5003040036,16000,73.3
5028470019,10900,58.3
5026280065,10000,100
5001870141,9152,71
5006220093,6000,65
5008390314,14946,72
5008770081,19969,66
5008600325,14007,60
5027850007,6000,100
5002310001,10000,55
5005270124,5307,100
5008500001,7500,58
5012150052,9105,100
5036440032,5120,100
5015990007,6240,68.3
5021590013,6400,63.3
5001010078,5500,52
5006940292,9600,80
5012660069,47700,100
5007630220,5280,53.3
5010360019,18750,63.8
5021720075,78670,63
5031630007,22400,100
5005000024,18054,100
5008320120,17681,100
5011980116,8550,82
5012720294,5000,66.7
5031210032,5000,65
5022360071,23950,63.3
5005620081,5000,73.3
5006840136,11110,60
5009390156,8000,60
5034100076,5000,66.7
5017800095,148104,100
5027740090,6540,56.7
5001130057,5772,65
5004670082,5600,68.3
5007300066,8000,75
5010130042,14060,63.3
5012150058,7550,70
5012080032,228000,100
5010530021,5000,55
5001640095,6900,55
5000540068,12614,76
5006840305,12495,52
5033410024,9700,65
5033740037,6500,73.3
5033690007,5500,75
5000400033,7095,50
5004830032,5000,68.3
5001130040,9744,70
5008330025,15322,66
5007610029,5490,61.7
5012370103,8760,55
5002180073,19650,75
5004770001,6420,63.3
5003660097,6000,66
5006940053,7150,52
5002670019,7500,72
5006310106,9900,64
5008010161,5000,66.7
5011400054,5000,75
5035400075,16657,100
5035360133,6136,60
5005220065,6240,55
5006830241,15300,70
5008320016,13786,70
5008390035,6050,70
5012000080,5000,60
5008600033,100000,100
5010530130,10900,100
5010470009,9375,66
5033460008,8000,76.7
5012050008,73800,100
5010860098,10000,60
5014690011,7125,68
5015080012,6100,71.7
5017170070,8150,100
5002380126,6443,51.7
5035940042,5000,66.7
5036100040,6000,63.3
5034160035,37224,100
5032710016,5000,100
5011650085,5700,58.3
5031700040,6900,55
5033770098,9482,100
5029670141,5400,65
5028760014,6255,73.3
5001580030,5600,65
5001490094,5070,50
5026290001,105000,100
5002160007,5840,61.7
5005060064,5980,70
5011310049,6250,63.3
5002440031,5415,73.3
5006730056,5050,52
5005930305,12000,60
5005710197,13038,60
5003140207,10560,68
5007250014,7380,76.7
5005650021,9750,77
5015980013,6000,70
5003020011,11400,81.7
5005920335,12000,56
5002590042,10292,88.3
5004880157,6028,100
5006080013,7360,70
5002420015,6000,60
5009470026,9042,80
5005570012,5200,51.7
5009390163,6000,66
5008690657,9600,74
5011490071,6750,65
5008020131,5005,66.7
5007630115,7900,76.7
5012300052,8712,68.3
5010650110,6125,68.3
5030760002,6720,78.3
5020850009,14000,75
5022640036,5000,74
5016070025,5760,68.3
5023750017,10860,80
5015160012,10893,75
5006150008,18771,84
5006070040,6000,50
5031120015,13400,78.3
5003210043,5605,58
5002460018,5200,60
5006180140,6000,100
5008310036,17902,72
5010390206,7828,100
5012720340,5000,75
5012610173,5000,63.3
5012120084,7500,65
5017800092,15000,89
5032910096,6160,66.7
5002050070,8505,100
5001850235,13160,100
5016090007,5915,68.3
5003560137,7400,68
5000280127,13973,100
5029210060,9160,100
5032690023,6000,55
5034780060,6000,100
5003570052,7650,50
5001200018,7564,75
5000370006,17500,NA
5004900049,8740,100
5009180011,6000,68
5010970016,5500,55
5032970054,5000,63.3
5001850536,41316,100
5002230080,9522,55
5006950066,5635,68
5006470028,5000,50
5008880108,16170,52
5035300051,5600,85
5009050011,23220,78
5023060340,12082,64
5027740001,9408,100
5002240005,16540,60
5002360036,21800,83.3
5033470055,9500,60
5007070243,68381,56
5001360001,22808,73.3
5003260386,6750,70
5007250077,9150,68.3
5005710093,114068,100
5006240018,5150,65
5009180058,5600,58
5012550002,5503,100
5035570067,8000,50
5007630014,5960,70
5018150175,19750,100
5010130044,15491,76.7
5012370077,7650,51.7
5035860038,6500,65
5031800026,7360,61.7
5032030013,9490,83.3
5030400196,10987,83.3
5034810026,6000,76.7
5036060037,6048,56.7
5031200039,5000,68.3
5007570013,6000,51.7
5008450060,11570,62
5003490001,29476,60
5002540033,5900,52
5008860011,19019,58
5007110018,6900,88
5008320040,17730,66
5011410132,10549,70
5011050001,163418,99
5016050001,144000,100
5030760021,7700,53.3
5011580025,6633,71.7
5010030016,5096,97.1
5012120024,5252,100
5006150001,31845,100
5004880201,7300,100
5008410075,8800,68
5009300052,100000,100
5015990132,7242,58.3
5036360058,5432,61.7
5016440010,5300,70
5023060166,7350,58
5007520593,5040,66.7
5007110057,11000,100
5035790033,5200,55
5036480045,6000,70
5022230033,5400,100
5016070016,5850,68.3
5011670009,6000,66.7
5008490196,14400,54
5011780058,5160,73.3
5015170033,6315,76.7
5010440090,18446,76.7
5012780460,64356,81
5012300101,5403,75
5035600038,8000,56.7
5014610009,5220,66
5021650082,90387,100
5007270014,5560,66.7
5012300006,6250,65
5011260078,7413,55
5030600193,6600,58
5029900006,6650,61.7
5026320006,7500,75
5033480061,6000,56.7
5002380094,5200,75
5033000044,7500,55
5000740111,18750,70
5014770031,6200,100
5035860001,5103,51.7
5014780190,7502,75
5021650090,806700,100
5008370344,7000,65
5010610075,5740,68.3
5021620600,238300,85
5036410024,6000,53.3
5022740013,10000,100
5012300111,8648,76.7
5016320212,5880,100
5032120027,5000,100
5023610030,9075,60
5032490038,5000,66.7
5023830148,9206,61.7
5028590198,5300,61.7
5000130104,26655,100
5002150122,5900,73
5002950058,6000,56
5008910028,22800,88
5005870094,9750,72
5023060160,7350,60
5034100023,6000,58.3
5027050140,52727,70.5
5002750045,17936,58.3
5002360017,10100,66.7
5003550100,8850,68
5011940105,5700,80
5036100007,6000,51.7
5036190016,5000,55
5030950001,11490,78
5016120011,5350,100
5005120044,8458,78.3
5008990043,7100,54
5006270024,5200,100
5007630190,5800,60
5011310088,7215,68.3
5013840001,6290,89
5010900029,7500,100
5024500210,35310,100
5007620008,5150,58.3
5021550044,9038,53.3
5016060005,6528,76.7
5015080015,6100,71.7
5026610025,8853,78
5000930016,12875,66
5001980025,7650,58.3
5035250200,10696630,NA
5003260008,6890,54
5002840097,5250,60
5005150009,9075,55
5014350155,6240,50
5032000051,7585,72
5018850035,248675,99.5
5035750050,6000,73.3
5001940029,5953,100
5004630085,5876,58.3
5002360058,11000,63.3
5002090078,5600,70
5004790027,6000,55
5035360157,5195,71.7
5014410052,5800,62
5004930012,23625,100
5007300046,6000,65
5022870107,13000,72
5032720009,6400,66.7
5011980042,11000,66.7
5027870136,9800,100
5022580020,5801,52
5024400002,1106424,72.8
5022640044,10000,52
5033800111,7500,80
5026380103,5000,71.7
5002020001,6300,61.7
5002530035,7100,73.3
5033130030,5490,71.7
5002030032,5750,60
5001650148,5000,56.7
5022830087,10995,84
5002010032,9700,78.3
5001800045,6000,58.3
5008950046,13152,100
5003650300,22866,86.7
5011590001,5000,77
5002040039,5200,60
5003100032,5775,56.7
5003560461,5355,52
5011600028,5696,66.7
5036050015,5700,53.3
5003040090,5000,70
5006840315,12100,74
5006280140,784000,100
5012490130,7900,100
5008640200,15306,74
5012630115,7500,70
5012770193,5232,71.7
5019790004,5600,60
5035570013,5000,71.7
5033800032,5500,66.7
5001500285,10000,60
5033200027,5500,56.7
5032910053,7164,50
5024500605,83500,100
5028400127,11750,70
5033320014,5500,61.7
5028300046,7000,56.7
5033290090,5000,70
5026250103,5000,100
5003550048,6210,60
5008490187,6000,60
5008490266,5600,52
5011830046,6450,71.7
5033790062,5000,65
5001370045,18750,66.7
5003540126,7937,81.7
5007230055,9680,63.3
5005710044,11110,100
5012120020,8160,100
5008460032,10300,76
5012610033,5418,76.7
5014350075,7242,58.3
5005020034,11173,100
5006250039,5000,70
5011260004,8000,51.7
5031160074,6192,65
5015010039,7500,50
5029730029,5000,60
5027050145,21320,100
5030380013,11593,76.7
5031910016,6820,68
5032260001,19998,88
5029830040,5000,50
5032950024,7500,66.7
5001940034,18139,81
5001470002,5500,56.7
5000510176,6750,80.8
5000700065,6950,50
5004780044,6000,76.7
5008700061,10575,80
5012900264,14280,77
5003550107,8800,62
5008430225,9999,100
5005590003,10000,70
5010700062,25260,100
5008730001,29704,54
5008360026,7200,100
5008380354,26321,76
5012270005,8235,65
5021020102,10080,100
5022630001,16000,78
5005850008,17160,80
5007260017,7380,73.3
5008820300,10000,60
5011760121,5358,50
5035610010,9000,78.3
5036400027,6000,55
5012460099,9692,76.7
5035520020,5750,63.3
5021620140,82400,68
5036440006,6240,66.7
5036080011,6300,51.7
5012700021,40800,100
5014780471,5363,56.7
5030850048,5500,62
5031010001,13362,66
5031220001,12000,100
5031250002,3977557,NA
5031850016,7000,52
5022920064,6000,68
5022810176,8990,64
5030400087,6832,55
5032840013,5000,55
5035890052,5125,65
5035880050,5100,70
5028390058,7800,56.7
5029120008,7500,63.3
5033440013,5000,56.7
5006810215,5400,72
5002170071,5811,63.3
5000150031,11730,58.3
5002470030,49786,84
5008370270,10000,56
5008690843,12168,100
5008990009,8000,100
5036430059,6000,65
5012320010,5782,71.7
5012780100,25600,100
5012300081,7900,73.3
5015940025,6000,76.7
5015080068,6200,71.7
5001320031,8700,68
5003340013,5200,60
5025200055,61684,79.2
5026610043,6000,90.5
5026200314,9900,100
5032930062,5000,63.3
5002240050,8250,70
5001990001,9375,60
5001380236,10780,60
5000130121,7300,88.1
5017170155,200000,55
5017320200,228690,100
5027760089,14800,86.7
5005930155,10725,50
5005930130,7680,100
5009190077,49840,100
5005020001,23000,99
5001870200,5268,100
5028290026,6950,57.8
5033400100,8320,68.3
5034910130,17440,100
5000670014,7425,71
5003930011,45020,65.6
5006380014,7898,63.3
5006840070,25564,64
5007270046,8400,63.3
5008450042,8361,68
5006380031,7500,56.7
5008280106,52920,86
5009390106,10000,60
5007230045,7260,68.3
5008770086,15228,60
5010430051,7251,55
5007630214,5600,61.7
5000020759,24450,98
5001770072,6444,100
5034050100,5520,100
5018350500,633702,100
5002050011,16717,76
5003550200,6000,61.7
5003550024,6950,70
5007230009,10351,80
5004980040,33500,97.4
5011980045,5500,68.3
5011310035,6250,71.7
5014940026,9744,76.7
5009440011,6324,58
5006310168,15300,60
5000730093,8434,100
5003550031,6210,60
5003700017,5124,68.3
5009390083,10600,70
5011010058,5750,72
5000840371,7664,100
5008240029,5820,51.7
5011310032,6250,80
5007610038,7200,65
5032930028,7560,51.7
5034750006,10500,100
5027050201,83337,100
5026340041,7089,56.7
5001580129,8050,100
5001500271,10000,63.3
5000640013,6789,100
5005930330,13200,62
5000010100,12384,100
5008940088,13508,78
5005700032,5500,58.3
5009490017,9075,70
5005810031,5415,100
5008550072,10000,52
5008460050,6435,54
5006520036,5000,68
5011230076,10105,74
5008010140,6960,81.7
5015010068,5848,71.7
5008020003,5859,71.7
5000670107,7968,85.5
5000580070,19325,52
5000170019,6375,79.2
5033390090,6206,50
5027720081,6636,53.3
5032950011,5000,68.3
5000580057,20349,100
5000050013,15800,71.5
5006900245,16210,64
5005710075,6311,100
5006180170,16766,100
5008320105,20828,100
5008900032,19000,65
5007370020,5000,63.3
5004620149,5550,85
5001210014,23930,100
5000680080,32200,100
5006970056,7700,54
5003100029,5700,58.3
5002790064,5500,54
5006180514,17094,74
5007480050,8000,83.3
5011240059,10000,68.3
5011310105,5764,53.3
5006230120,9400,65
5007600016,8960,78.3
5001560001,5400,73.3
5001590056,5750,63.3
5000150078,8784,53.3
5005890012,20230,86
5007070073,8325,72
5009500112,12000,60
5008240063,6000,85
5011600039,5700,58.3
5011940053,11000,93.3
5008790030,23211,62
5036430047,6000,65
5035680009,5445,66.7
5022870076,10500,62
5028620172,15695,100
5028270171,5350,62.2
5002100037,5440,63.3
5004780062,6000,80
5004360025,6000,54
5003210023,5605,58
5002580082,13200,58
5006230092,5920,100
5012270063,11200,53.3
5012720186,16800,100
5010430043,7222,66.7
5008450001,7980,56
5006480046,6100,70
5009500190,15200,84
5008810344,21320,50
5011700008,5040,76.7
5001520096,11400,56.7
5004830039,5880,63.3
5004720020,11107,81.7
5004960010,67648,100
5006140001,16000,68
5000690001,26956,87
5003050030,7500,52
5007650050,6125,55
5010560030,10397,100
5009180252,6000,50
5007240023,5000,73.3
5012770286,5000,75
5035870004,5750,76.7
5010430061,8213,58.3
5031240198,5100,51.7
5028390078,6850,56.7
5032370044,10590,54
5028390133,5264,55
5034070001,64650,100
5033130045,8250,80
5033680001,6000,56.7
5001780068,6867,58.3
5002050058,18000,77
5001850021,11000,82
5001500075,5247,61.7
5001130052,9500,65
5001040034,5940,55
5004780091,5000,66.7
5003130065,7248,78
5006130199,43299,90
5006160060,265000,100
5010680045,49060,93.5
5008380223,12802,58
5012110036,5150,75
5015110200,296116,65
5028270205,6162,100
5000017501,145337,76.2
5003920011,5000,60
5006950153,9000,80
5003290080,6000,52
5005130096,6300,94.1
5011860043,5909,63.3
5006310176,6180,53.3
5007520588,5040,66.7
5013960011,9135,100
5012390011,6750,60
5021620178,12000,88
5036430043,7000,70
5022870064,10000,70
5022470018,7000,60
5028440060,8700,50
5001330057,5250,71.7
5000780103,9450,84
5000650054,11392,80
5003690176,7575,74
5008500102,6500,78
5007480059,6000,70
5008600300,13125,70
5010530124,17100,80.8
5010410019,5348,53.3
5012630008,7250,68.3
5020300042,9900,85
5023060406,10000,58
5023600110,86950,60
5027800077,10593,73.3
5001840248,11829,58.5
5006180031,9600,70
5006840104,10000,68
5005880067,18200,58
5011260072,6400,73.3
5014830073,6050,70
5014940045,6000,53.3
5031910116,5580,66
5033100033,6000,63.3
5033750013,7125,63.3
5004830046,7200,71.7
5001680074,5600,70
5004630104,10300,71.7
5035990025,7500,61.7
5036170058,6000,55
5028830031,5000,70
5029070013,5000,65
5028410138,22250,100
5001680011,5000,60
5008490136,5000,56
5012300071,8370,100
5031240180,8215,68.3
5027800087,31965,95
5001870042,46034,87
5000280191,8148,52
5014820108,5916,76.7
5005270008,12000,100
5009430051,6000,54
5008700006,6870,66
5010500014,5040,50
5030380062,5166,61.7
5031910158,5500,64
5029880056,8440,86.7
5032340026,8928,68
5002330016,5000,61.7
5008490188,13788,66
5007510120,5650,65
5012340082,5375,66.7
5032950016,5000,68.3
5001570156,5400,55
5001610103,8650,66.7
5000360044,5000,53.3
5003550050,6165,60
5005710113,6000,58
5012340194,11200,61
5012460105,11800,65
5006950074,9675,68
5006870080,11200,72
5006220090,6000,68.3
5008390148,14946,72
5022830003,10000,56
5010890025,8568,92.9
5011720103,55000,100
5033280105,5250,68.3
5028480028,20000,NA
5032130033,5000,100
5003000008,7040,56
5032280016,6660,54
5022830092,13600,82
5022420095,8172,81.7
5028970001,154700,100
5034110063,11178,58.3
5000550021,12060,74
5008420078,11658,58
5012260057,73000,78.3
5035730020,8040,83.3
5011610179,9234,92.5
5011310101,7200,76.7
5008650300,11763,100
5012680278,174200,70
5010680060,11020,51
5011580016,6600,66.7
5011650068,5700,73.3
5011170049,9874,100
5010750018,6760,54.4
5012360084,7475,58.3
5012900382,5292,88
5036410042,5000,51.7
5021970093,6700,100
5012610031,5375,76.7
5032710019,5000,63.3
5029070035,7500,51.7
5032330041,5000,52
5033300006,6290,75
5011920068,10240,65
5012150061,7950,51.7
5013840021,238273,100
5010430022,8250,65
5036290005,5000,71.7
5023810096,9211,60
5023910202,36300,81.7
5023060439,8000,52
5022310008,16080,91.7
5015950114,5580,75
5035880060,5000,58.3
5026270056,5000,83.3
5010440062,6700,65
5010240028,6355,50
5013960008,6328,100
5035880048,5207,55
5013920002,354000,92
5021550329,5250,68.3
5010330017,7475,53.3
5018350100,525300,100
5035360126,7745,70
5010840045,6060,63.3
5035640047,6000,56.7
5033680027,9788,91.7
5035730033,6000,70
5033580019,11170,86.7
5001340014,12300,60
5035640019,5978,58.3
5017040001,177724,58.3
5023610014,9752,76.7
5021550110,6726,61.7
5035980009,5000,55
5035360048,5400,66.7
5014810217,5559,70
5035680005,6000,61.7
5022470030,5000,52
5022730001,70000,100
5015080066,6100,71.7
5002360011,14925,75
5003510047,23775,50
5014820041,6440,51.7
5022480029,6000,58
5014850324,5035,65
5031910178,5800,58
5033620042,5900,66.7
5001680006,5000,61.7
5000540084,9744,100
5026850100,4051080,100
5004770079,8000,71.7
5036190013,5000,50
5031620022,11000,100
5031510050,8875,51.7
5030750040,38420,100
5036220050,5000,50
5002170055,7450,60
5004750046,6000,68.3
5003880054,21217,81.7
5023060238,10000,60
5022830166,17784,100
5036080048,5264,53.3
5015080054,7015,60
5001820035,5365,61.7
5002230006,10430,66.7
5002070005,7000,60
5001550106,9945,51.7
5022800047,7500,100
5022720027,18400,64
5026370012,5000,73.3
5001150069,6000,51.1
5001380160,5814,56.7
5001500390,5600,65
5001630071,11500,66.7
5000910012,14395,66
5004570040,6292,71.7
5003520040,11850,70
5002400082,6900,76.7
5002940023,11224,54
5002440001,8700,76
5002440069,17675,66
5005930070,17507,52
5008940209,9520,52
5028490039,5000,50
5014100183,176854,92
5001800028,8800,70
5007240029,11250,70
5009500398,10648,74
5033010015,10137,73.3
5001410012,5000,61.7
5003600007,9180,60
5006610019,12810,73.3
5008390121,12510,64
5036140024,5040,58.3
5015110210,113596,100
5017070001,924800,100
5001550187,6270,51.7
5029820047,5000,55
5034750017,6000,100
5031910189,6000,58
5032060086,8000,65
5032060090,5000,66.7
5028950017,5000,66.7
5002980067,25000,90
5006880180,18178,100
5007200001,5000,60
5008280165,12672,66
5026250028,7000,50
5029710001,8950,78.3
5033000083,5000,61.7
5028300014,5000,51.1
5005910001,20300,84
5028620143,5586,65
5001840227,20566,100
5000030040,10360,65.6
5003160069,5800,50
5007240001,13300,83.3
5010560028,5920,71.7
5005190070,7150,53.3
5020980037,6232,56.7
5008720013,22610,58
5007110031,6800,50
5012130096,6621,55
5035440001,90000,100
5022230015,9450,70
5027800068,7808,70
5008940121,14144,58
5022910001,160000,100
5028920030,5000,65
5027710022,7000,60
5001570118,7380,51.7
5024100005,7980,100
5033310005,9306,53.3
5029870023,5000,51.7
