BBL,LotArea_12,availFAR_perc_12
3049780054,6030,66.7
3041110082,5000,67.2
3039570010,5000,76.8
3041270035,12938,71.1
3037060029,5000,71.2
3043460023,28120,53
3037490015,10000,50
3039600001,5000,64
3043750001,160203,100
3048370044,13407,80.5
3036610001,10000,100
3036970012,22500,55.5
3042500033,5500,55.2
3033680007,5000,79.4
3032660014,5400,86.4
3033450023,5520,88.9
3034470037,49433,100
3038750001,6000,100
3036770015,5752,56
3030980019,10835,59.3
3037010001,40400,54
3045570001,49515,100
3037020030,5000,100
3046750006,12000,79.2
3042120020,7867,78.4
3022750011,17610,94.1
3045380010,91000,100
3035840037,20000,58.8
3038000101,18000,97.1
3031410036,10200,100
3040390007,20000,57.6
3031710030,7467,58.8
3032170034,10600,73.7
3035900016,24645,82.3
3044970034,6000,74.4
3043470030,34000,70
3031830152,5325,100
3037540033,5000,85.9
3031090025,25000,50
3045440001,354520,91
3043310025,8500,53.6
3039730015,28400,52
3036200005,33000,100
3041630019,5000,81.6
3047860065,18400,100
3036950011,5000,50
3042950027,18000,95.5
3044320001,113820,100
3038240027,6000,58.8
3046850024,20000,50
3034740049,6083,100
3039600035,5212,68
3046160014,18000,50
3044630001,54000,91.2
3040780001,6000,100
3046550009,16000,76
3034260009,5333,59.7
3042760046,13900,100
3044580073,6152,66.4
3049060018,10012,83.3
3032960014,5000,100
3043460012,36100,72
3030080016,7890,54
3031200010,10000,70.6
3033380001,22690,53.1
3039760047,7500,73
3032760001,83632,75.7
3046330013,24000,50
3039890003,5000,68
3032850049,17028,70
3033540029,27750,90.6
3046000015,5083,50.5
3045890095,12820,61.5
3039730050,5000,100
3038840244,7400,63.3
3031830011,6285,100
3022030001,12670,93
3048150009,28558,97.9
3047610058,5480,59
3049480007,5000,62.6
3036190001,8391,93.4
3045350001,100000,100
3032150001,5575,66.7
3032530028,5000,50.2
3035650030,9043,95.1
3034260001,8838,100
3034760010,716404,100
3039360031,5368,53.3
3038500005,9833,100
3045400005,5150,100
3049780068,8348,68.9
3033410001,139050,63.4
3033140076,5000,80.7
3033980033,20000,77
3035310007,16092,53.5
3035260012,25020,83.2
3036700015,5250,100
3036430028,19933,53
3039620002,5000,60
3031450100,82018,68.9
3033790029,6000,100
3034760060,24000,81
3036830035,5000,100
3040100001,6000,75.3
3047170024,5000,72.8
3047150038,10000,79
3035380017,5017,62.6
3035750004,5009,100
3032080013,32500,77
3034700037,8220,95
3036970005,12000,93.5
3031620016,7500,100
3042400011,5472,75.2
3031520100,17500,100
3046200047,6000,50
3034870020,41390,62.2
3043530021,8293,100
3046000017,9917,50
3039560059,9833,100
3047580054,10119,100
3038910451,12513,51.7
3038010003,5000,100
3037980030,37182,100
3045540001,110000,100
3039690016,7550,54
3039230052,19500,65.6
3046420007,8000,63.4
3033250001,120000,58.8
3036810025,9825,100
3037180001,80000,60.5
3043810001,34600,74.4
3044970039,6000,90
3042710080,6349,100
3048080037,26000,65
3034990054,5000,100
3038910448,12516,56.7
3043910001,85000,74.4
3043440012,10000,100
3038750050,8000,100
3049010047,10000,85.2
3031550027,9104,61
3033110007,5655,51.9
3045157501,278400,66.7
3042490059,7140,77.6
3044970027,8000,100
3039760075,7000,100
3034370050,8333,100
3047380027,6000,63.3
3048620004,5400,63.2
3041040012,5625,62.2
3031330003,5000,50
3033360010,16600,83.1
3039980006,7500,84.8
3031710033,5033,59.3
3036620022,6314,63.3
3046870026,8000,70
3047860082,18680,80
3043020001,21340,78.6
3047640005,6000,63.3
3033730031,7500,68.7
3031170049,19417,50
3048140007,13242,58.8
3031020001,13000,50
3044310200,44900,100
3045700142,20330,100
3043400025,5400,85
3047100041,10000,55
3045580081,33716,100
3048190013,5300,80.7
3031040001,100200,84.7
3037260011,7250,68.3
3037300025,29000,100
3036880018,21675,71
3048100035,31500,90.9
3046700015,10400,76.1
3039710031,5283,68.8
3032970001,72615,72
3045880088,7466,80.5
3038720075,17325,100
3048000059,7165,86.4
3033510001,120200,66.3
3022630071,5500,54.5
3022500004,5000,50
3033450006,7450,89.3
3043630056,6000,100
3046870030,8345,81
3047590059,5900,75.6
3050170004,9500,53
3039650011,18111,95.5
3039630018,5000,50
3031970034,10000,58.8
3048420006,6505,56
3048780001,6000,54.4
3031410023,24300,100
3043410013,52050,100
3046600049,6000,73.3
3047910023,28560,50.6
3048370071,6000,100
3041260014,5625,63.3
3048270001,13181,59.3
3031410015,7500,100
3046030040,13331,89
3046040009,9000,73.3
3047730028,6000,68.9
3040170022,5700,69.6
3032040022,6004,81.5
3034260005,6869,54.7
3039990011,5000,64.8
3031330006,7500,50
3037330001,80000,56
3040840023,5100,67.2
3032310033,44950,100
3038010005,5000,88.9
3035930035,15000,70.4
3036820022,9853,100
3049850051,6000,67.8
3038000102,18000,97.1
3035390048,6000,100
3035260325,5000,58.8
3042710070,45976,100
3033100006,5400,58.8
3035830029,6017,58.8
3036700031,5000,83
3034070029,8798,50
3037170028,20000,50
3048880033,10000,74.4
3041280054,17775,96.8
3036420049,6000,60
3022160006,9622,89
3048060086,11400,58.8
3031200012,22500,100
3030760022,21000,91
3044850006,18000,92.2
3042710010,27000,100
3040120034,5000,100
3036820011,5730,100
3037290027,19000,50
3036850005,28793,88.5
3036690017,5000,100
3044520401,13408,100
3044510001,354098,99.6
3045530001,110000,67
3040890013,15562,100
3049530052,6000,67.8
3038090001,20000,69.1
3044790058,8000,95.2
3031110028,80000,55.5
3048260076,5000,95.1
3041130041,6750,70
3035600018,24923,75.7
3042100035,16000,52
3041130043,16500,85.6
3032350044,5650,100
3039940005,5000,100
3035410007,23525,97.9
3035260327,10000,93.4
3045270120,6059,100
3033160001,58800,75.7
3049780062,5480,70
3035240016,5466,70.3
3033280008,12400,89.3
3043600049,6000,77.6
3037980034,14322,100
3035310023,5000,58.8
3041050075,5000,81.6
3038910500,12500,58.3
3042900035,6000,76.7
3039670001,12000,100
3039210008,6175,58.9
3039580049,20653,89.5
3049990013,6000,84.4
3022347501,25338,88.1
3048190011,5300,100
3036800040,8000,100
3037900004,6000,100
3036600002,9280,50
3044040001,98000,84.8
3037670032,8000,78.6
3042390001,26650,75.2
3045380001,9000,100
3045330001,100000,100
3039620009,35145,95.5
3038180101,18000,97.1
3043130006,10860,100
3036500058,5000,100
3043600044,6000,56.8
3033300046,5000,70.6
3041020008,7250,65.6
3043540024,20000,64
3045340001,100000,100
3037130001,52566,98
3036140001,12000,78
3038120024,6000,58.8
3035230037,5000,58.8
3034500001,7125,58.8
3022700018,6254,87.2
3035140051,5000,75.3
3035650015,15950,79.8
3036700025,5000,79.5
3037090234,5000,100
3022310073,5916,68.3
3049730016,20000,53.3
3038150034,15259,100
3043470013,7536,67
3022690045,5000,100
3037290002,5000,75
3042060001,15914,100
3037170007,27500,65
3037160001,12500,55.5
3048130033,5000,89.3
3033930036,6000,100
3044810026,6000,64
3038000107,18000,97.1
3032880015,7125,70.6
3048000009,5000,90.1
3044060006,41000,54
3039780014,5000,100
3034620026,40517,86.4
3037630018,5000,58.8
3033320001,24954,59.3
3044330030,37158,100
3041680015,5000,79.2
3047910001,59600,84.4
3038000111,18000,97.1
3034670005,7900,100
3050180028,27500,50
3022340037,7900,98.5
3046160038,12000,50
3035260019,5000,72.1
3043650100,27000,100
3039430009,5521,60.8
3038710101,79500,85.2
3037640002,24750,100
3035570045,20000,58.8
3039610113,5000,98
3034990025,5000,100
3022280016,8800,50
3038000115,18000,97.1
3042170001,20000,57.6
3033660006,8742,64.6
3045390012,70445,100
3032300047,23000,93.8
3036030045,8000,100
3042000030,5500,80
3041530064,7500,84.8
3021670001,49007,NA
3036590001,9000,100
3038000114,18000,97.1
3037810030,36290,100
3043190024,5550,90.9
3031090059,5200,100
3035180063,6000,100
3036620013,25750,NA
3032680036,10000,70.6
3033860041,6000,100
3034980001,10850,71.8
3041560035,15000,100
3034810007,12566,88
3037840127,15000,100
3022340019,10000,56
3043530015,12660,100
3037670027,12000,100
3036170013,10858,100
3022500033,5000,75
3034440022,44400,95.5
3036700033,5000,100
3037430001,5000,50.6
3035310032,10000,58.8
3048370083,5000,83.4
3036030007,6000,100
3047020001,8667,68.8
3038000105,18000,97.1
3032960046,19000,73.3
3044820038,5300,57
3037310001,27500,68.5
3043850060,7800,100
3038640001,55530,100
3038310025,10000,50
3035850029,14000,100
3043050001,10742,60.1
3031090068,5000,100
3041110043,5148,64.8
3037300001,62243,95.5
3037500005,26300,70
3036430040,5025,100
3038320034,15248,100
3035260315,5000,58.8
3035580001,100000,NA
3044290016,40300,100
3042190001,7710,81.6
3033400054,10000,77.4
3037320007,6000,50
3044520015,344810,90.9
3039800023,7500,84
3034340054,5825,79.4
3042900015,9084,63.3
3047740023,6000,65.6
3039590016,5000,74.4
3045050039,16006,100
3047930017,5400,73.7
3047860040,6000,92.6
3045860300,1519488,51.7
3036910001,20000,71.5
3037990026,19771,82.7
3022600032,6773,72
3037310015,5000,50
3038710024,12500,91
3038330025,10000,69.1
3034890109,6005,78.2
3043590028,23000,53.6
3044090020,20000,60
3044740007,8882,100
3044520490,23171,70.6
3047060048,5100,76.8
3035930001,71800,NA
3036640050,5000,64
3037030021,5000,77.6
3034760005,6892,100
3047920032,6000,91.8
3037420020,5000,58.8
3033680055,6000,58.8
3048890051,6000,83.2
3035880023,8500,80.7
3041280038,7500,75.2
3065200010,6050,54.9
3039630003,5000,89
3047180042,14000,58.8
3052310052,12000,86.2
3036500040,24934,100
3034720001,5250,100
3044720005,6000,100
3035890021,22025,100
3041370044,27519,88
3048050001,10028,70.8
3031740002,7500,50.2
3049980039,5333,86.4
3039880035,6000,97.6
3042320018,13867,100
3034570039,8300,100
3032480022,18125,100
3034930009,16269,94.4
3038000110,18000,97.1
3038810060,22535,68
3038840330,6904,65
3037320025,10000,100
3044830035,9000,92.2
3036600027,5250,100
3038000104,18000,97.1
3036700009,8140,50
3048190039,8445,92.2
3035220001,12500,70.6
3022700023,5000,58.8
3038180122,16700,100
3041370010,7500,59.2
3052587501,35401,54.7
3051250020,6306,51.5
3051410056,5000,82.3
3053950027,5000,65.6
3032980033,10920,100
3050190070,7700,71
3050070013,6150,85.6
3036810106,5000,94
3037460031,7483,50
3036770049,5000,80
3039570049,8273,57
3038880050,7015,56.7
3042580001,8400,100
3041280044,37035,56
3034730040,8760,90.5
3030820089,13000,100
3037020001,56507,98.5
3042740001,6000,73.3
3042140020,6500,100
3035140041,5000,100
3034520040,5016,100
3036690020,5000,100
3039890007,5000,70
3039890001,5000,54
3043220024,25640,95.1
3041830039,5004,60.8
3042630030,5125,64.8
3048370086,8000,85.8
3035260310,5000,58.8
3036230019,12000,69.1
3043060066,6000,68
3047170038,8000,60.5
3045270094,9777,80
3044520425,428555,100
3032930025,19545,82.9
3036600025,5250,100
3041080010,7500,50
3036790035,29736,100
3037490012,6000,100
3046940008,20350,59.7
3041130006,7500,74.4
3036150001,100000,58.4
3067750043,10400,51.8
3039160043,9294,75.6
3041030012,7500,72.2
3066990020,28600,100
3053950042,5000,64.8
3050570014,6725,69.5
3036400012,5130,72
3037000001,52600,82.5
3021990022,8200,51
3022210017,6050,50.5
3022690040,5000,87.5
3042520028,6360,58.4
3034120044,6000,90.5
3036840008,20000,53.5
3044280020,26884,100
3037540035,5000,85.6
3036700001,31950,72
3034890228,5000,70.6
3044190039,52822,88.8
3041530044,5000,77.6
3045400010,95050,100
3039600058,22049,96
3050450020,5300,87.2
3054640024,27000,79.5
3039810020,5000,75.2
3036960001,20288,54
3047120042,7200,100
3036820014,6525,100
3039560025,7060,62
3044450001,93000,100
3045500001,110000,62.2
3036760019,5000,100
3036990031,5000,100
3036950031,7500,85
3042570038,6000,88.7
3047620055,5400,73.3
3037170003,7000,100
3045310020,8000,100
3039730022,5000,100
3046630004,17464,79.8
3045280047,8000,72.2
3045270113,9783,94.4
3052300003,5000,51.9
3032810039,8000,62.6
3022660046,20000,100
3040100017,5000,75.3
3045930110,36030,50
3036630030,5000,64.4
3043540001,5000,64.8
3040180033,7750,84
3040060011,5000,61.6
3038200123,20000,100
3034670001,10984,100
3035220024,5004,55.3
3047130042,12000,80.8
3048670017,5100,78.4
3050050033,8000,75.3
3034320004,10000,70
3032050011,6405,58.8
3047610064,8000,56
3031230009,7625,70
3051210024,5000,100
3044530033,5000,52
3022450108,18638,62
3031480013,10000,100
3035110013,10000,100
3031520048,10050,96
3051000072,6250,83.2
3034470060,23610,100
3051090020,13125,75.2
3043310043,5000,100
3043460030,16530,88
3044520090,199540,100
3051080061,6246,93.8
3041750001,28528,71.2
3038840225,6049,100
3033210030,5388,77
3052540016,8715,68.9
3041690039,5000,68
3048620043,5900,58.4
3047770007,8000,60
3067540027,5320,54.4
3066950020,17825,100
3045640016,90312,91
3050540030,7260,67.5
3066130067,6000,53.6
3051840039,5000,86.2
3051330001,7230,100
3053930027,16970,51
3067780100,10241,75.5
3051590001,14815,71
3066530027,8400,94.2
3065130035,14000,85
3051080016,6693,90.1
3067260009,43128,100
3066080070,8000,100
3066130083,5000,56.8
3052220064,7250,63.7
3065880092,6300,58.4
3054170049,5438,74.4
3065220001,6000,52
3053990032,25200,72.5
3050450086,5300,85.6
3065240044,12866,84
3067030030,33664,100
3053420019,10760,100
3066080057,13500,76.3
3051350053,60650,92.6
3067350050,10200,69.2
3051950058,6000,79.4
3067350080,71875,70.5
3044290029,7125,100
3041250028,5025,68.9
3041360047,5217,56
3046000001,16817,100
3031020027,6000,50
3051670037,6000,72
3050560097,12100,90.7
3050560077,6050,90.1
3051250051,8750,75
3054250026,8473,91
3066150031,5123,64.8
3053250033,6000,66.4
3065910020,6000,100
3045580071,33380,100
3066810494,5000,51
3052370052,7600,65.7
3053950038,5000,73.6
3065870039,8700,71.3
3052200001,5000,86.5
3066420018,10000,77.5
3051940054,8000,100
3065130044,10000,91.5
3066950056,10000,50
3053960003,7200,66.7
3053720018,8000,82.4
3067390044,6575,54.3
3052480032,6832,87
3051000066,5625,87.5
3046040056,25000,79.5
3049170045,10715,87.2
3053930045,9632,91
3050190005,11950,89
3041270022,7500,77.8
3049060050,7505,92.2
3043470015,12977,79
3032700024,16500,97.5
3045610020,45130,100
3044340001,35000,100
3052200023,6841,60.5
3045910001,12565,75.5
3051660049,6000,77.3
3050430064,5000,80.2
3050900082,8954,72.4
3066570006,10250,92
3050910065,7454,65.8
3052320035,5780,100
3051930014,6150,84.4
3050970076,10348,75.2
3066650012,6000,70.6
3051860004,8700,63
3051050012,12415,66.7
3067800055,7100,55
3066130064,6000,52
3043530045,17849,58.4
3030790010,5000,84.4
3040890022,5000,100
3038840333,6125,56.7
3048370073,7000,100
3068400074,5000,63.3
3067570023,5030,60.3
3051010006,13400,81.2
3053390059,5600,100
3052850037,6000,71.1
3051930078,6150,65
3065890003,5100,52
3052290015,6120,82
3041280022,8250,58.9
3064990053,5720,55.2
3039320024,5000,58.9
3046590043,6000,64.2
3053400009,6780,100
3067040069,18000,52.8
3065410036,5100,74.3
3067840069,6000,88.8
3053750070,6000,88.8
3051560001,5485,NA
3050440075,6346,86.8
3053280001,6000,56
3051420090,5000,79.7
3051860024,5100,75
3051930052,5313,71.2
3031000022,10000,100
3034290003,7500,74.9
3067380031,5877,83.8
3053950021,5000,65.6
3041060024,8765,55
3041730002,5000,100
3045570034,21060,100
3065190067,6000,67.2
3050430028,5060,80.7
3053780077,6000,76
3067390041,6575,61
3051280034,5000,100
3065870046,5475,64.3
3065190055,9000,68.8
3067340105,25800,100
3066810219,6000,100
3054951124,8013,100
3051050004,6544,63.8
3066170014,7400,50
3065240040,6646,58
3052060050,5830,88.2
3066800001,7119,86.2
3067050040,6000,100
3050430079,5040,74.1
3065470005,8500,50
3066170026,6300,62.5
3065090055,5000,57.6
3051710049,5200,63.8
3050260185,52265,91.3
3053420010,9925,98.4
3067570029,5030,63.7
3052150037,10000,55.6
3050440077,7849,76.5
3053920020,5000,82.3
3052250049,9263,85.5
3065480012,15000,50
3050770032,5620,65
3053200055,20625,100
3052410068,9000,58.3
3051330003,15000,100
3054520039,10463,67
3067820040,5303,100
3050780032,12792,100
3053430013,10160,87.5
3065090050,10500,69.6
3050660011,27000,53.5
3066100061,5333,79.2
3067390046,5681,88
3050500033,7350,100
3068180091,5265,65.9
3051040053,10054,70.4
3066780146,5000,52.2
3053310065,7059,71.5
3066320036,5595,68
3041710022,5400,64
3031170042,13300,100
3046330023,13214,50
3051870019,12000,72.3
3065700052,5814,80.8
3067140006,10000,80
3037300029,6700,100
3035530027,11900,96.3
3034990027,6798,100
3034990048,5000,100
3035660006,20000,100
3043420040,13700,100
3036440200,19554,78
3036440004,34515,82
3032540032,5000,74.5
3043470001,13473,78
3033520029,10000,58.8
3031330020,5650,100
3022750001,28591,55.6
3041140110,5333,52.2
3036760001,13000,67.5
3037080022,5000,79.2
3038150030,39615,100
3032100031,5000,100
3045850167,6440,100
3050190024,34490,81
3041040019,7400,58.9
3041220054,5725,76.8
3038840272,8408,61.7
3041540035,7325,83
3041660018,25000,71.2
3033390045,27000,82.1
3033230053,6500,77.4
3032450039,5000,100
3034360026,10000,81.5
3067220049,27500,52.5
3051200003,16842,100
3067020026,36438,100
3051240057,26200,59.7
3054951143,9180,60
3050260051,5214,100
3052120051,5000,77.4
3053410023,8556,50
3055010055,6010,65.6
3038840659,5875,100
3051650078,12780,67.8
3050430005,6580,81.5
3050780037,5310,78.2
3054110030,15005,82.3
3065110019,18000,100
3051040018,19300,50
3066660037,16498,53.8
3051480001,24625,77.2
3053930005,8000,87.2
3051030058,29000,81
3066930001,12000,60
3065130008,6000,52.5
3051380052,5940,100
3051020073,32400,82.2
3054030051,7200,75.2
3051660055,6000,70.4
3053960071,8000,68.8
3054000076,18900,50.2
3066350057,14000,55.2
3065320066,6000,82.7
3051360066,5844,86
3067640081,20020,86.7
3051280054,12600,68.3
3066630060,6500,69
3050900086,10140,100
3052280008,19755,67.8
3052160040,40000,50.2
3051330050,12560,100
3053180010,11000,71.6
3052120041,5000,67.5
3051360021,5000,85.2
3053920065,5000,76
3065390048,17392,84
3067130001,10000,75
3065920001,6000,66.4
3052120038,5000,73.3
3066170017,10550,50
3054000053,7140,86.5
3065640060,31360,76.8
3067710001,10000,89
3054951133,8013,55.2
3054100001,25800,77
3050830058,5200,86.2
3054160014,9023,73.3
3050890065,9605,74.8
3050820028,6380,80.5
3050630058,31855,94
3066320022,10014,61
3065690069,5600,53.6
3066970020,20150,100
3053180038,8400,100
3067490086,10000,83.2
3050850040,5012,89.2
3053920062,5000,74.4
3054950897,9800,67.2
3053950044,5000,59.2
3050430083,5040,74.1
3051050029,7896,76.5
3065270084,6000,62.4
3052380058,5000,100
3052110074,10000,75.3
3053970015,5800,61.6
3065290048,6000,61.8
3066130066,6000,53.6
3067170005,63736,100
3052870044,20560,95.5
3066130051,6600,60
3051490053,6000,100
3050450100,9608,62.1
3054030032,5600,63
3066120022,12975,100
3051280003,14310,99.6
3050710080,13483,74
3050560045,6096,72.8
3050430081,8400,87.7
3066900025,14500,100
3053220051,21992,100
3066330070,11342,100
3067810018,7973,75
3067290079,5000,56
3051620006,6344,86
3066810496,5000,51
3051250039,9422,100
3053950032,5000,57.6
3050470036,5300,77.8
3052010045,5900,90.7
3051320001,20955,73.8
3050970039,58500,99
3066830041,5180,60.8
3054030036,20816,69.6
3067360063,18090,65.5
3050570076,23500,100
3050260020,7500,72.7
3051890036,15121,69
3065880011,5900,57.6
3053540032,5000,70.4
3052850031,5800,70.4
3067570027,5030,80.3
3051190006,28150,100
3054000070,5600,84.2
3066620053,5400,69.6
3051650008,5926,72
3051790005,38654,100
3066080064,13440,87
3065680021,8250,66
3051670040,10000,66.7
3054830024,18800,74
3065130032,8000,70
3066770035,5000,75.6
3050870015,6400,83.7
3050650088,8400,91.6
3052520011,5000,68.1
3065420058,5600,55.2
3066580062,5250,96.8
3064990075,6166,95
3051050076,7499,100
3052680094,10100,80.3
3045190001,6000,67.8
3048990057,6000,64
3035840047,10017,58.8
3033020042,6000,75.3
3031940031,5705,55.6
3038030006,10000,100
3048370027,10000,60
3044760022,32000,100
3039590052,11061,91.5
3031720034,5000,76.1
3050830022,6519,100
3050890031,7695,83.8
3050240051,5882,64.5
3053310015,22785,97.5
3050840049,8550,100
3051020028,10400,80
3050640036,6400,91.8
3051950061,5000,75.7
3051050049,7104,100
3067300089,6060,77.8
3066570047,13727,90.5
3041110023,6700,74.4
3051110046,5526,84.8
3050430009,6300,67.5
3051090004,6300,52.5
3051880006,7315,83.8
3050830050,5500,84
3050550059,6425,71.8
3051080001,11000,56.8
3066420043,6250,50
3064940032,5280,87.2
3067380072,9468,90
3053290007,5650,73.6
3053350030,5034,68
3052400122,7000,54
3050390024,5000,77.4
3054950870,27678,100
3066950048,14000,93
3065360034,16000,100
3050840084,85500,50
3051410053,11244,95.7
3067830068,15400,74.2
3050450051,10344,72
3052510045,5000,60
3067620005,65518,100
3066810455,7500,67.3
3050630056,6021,75
3050640039,5000,89.5
3050820032,5160,75.2
3067040084,5958,56.8
3065240066,12500,68
3050660091,10000,89.8
3066370001,6000,89
3065470019,54300,100
3054950902,6000,56.8
3067740072,6000,67.5
3052680090,5400,63.3
3052860029,5000,67.4
3051410023,9352,93.7
3053310076,15280,74
3050970064,9900,54
3050430020,5465,75.3
3065420083,6000,81.7
3052400126,7780,52
3051280070,6460,100
3050660068,10002,100
3051080024,6544,89.3
3050240029,14165,61.3
3067850067,6000,100
3067260087,203200,96.8
3050840082,65635,54.1
3050800050,23500,69.8
3050640053,28000,76.5
3066410038,22000,51
3052590017,5910,87.7
3050360075,5000,76.1
3054167501,5036,100
3051410072,5000,86.3
3051330014,126877,59.1
3054090046,6000,64.8
3050780030,7854,100
3067430008,5022,74.5
3051250060,7290,58.5
3051260001,107142,61.2
3054010045,5660,51.2
3066790094,6615,73.3
3067390049,5681,85.7
3054030028,6840,94
3051640034,7350,50.8
3051020001,39039,84
3051660051,6000,100
3054280046,5017,70.4
3065410017,6000,77.3
3051380049,8008,74.9
3051560043,8096,50
3053720066,5000,72.8
3050260304,11594,82
3052200002,11000,89.2
3053210064,29210,100
3051600039,5270,50
3050630053,7552,78
3051040056,111152,75.3
3054030126,6700,53.6
3051080011,8059,92.2
3053430019,8725,90.5
3068140002,8022,74.4
3066910025,14750,100
3052080023,6200,68.1
3051190041,30042,100
3054080043,6000,78.3
3051890015,6000,82
3050550074,6005,75.3
3054110012,6200,64
3065130027,6000,75
3067580006,10000,100
3053887501,12560,62.7
3050880030,11625,100
3066340033,13800,100
3066980009,5000,66.5
3052200007,44410,70
3067300010,6000,65
3066570010,7031,100
3051270066,8238,90.9
3054000074,5600,87.2
3067800022,19000,65.8
3052780013,5200,74.1
3051050027,7480,59.7
3066100042,15345,NA
3066960020,20150,100
3054000066,5600,84.2
3053960033,5000,77.6
3066820064,5321,64
3031330001,5000,50
3048760038,5550,57.6
3036440021,22270,59.5
3036800022,28086,100
3037650001,5492,100
3037540031,5000,100
3022660029,7500,100
3031000026,15000,100
3043100045,10000,81.6
3036950001,10000,50
3034750050,7095,100
3042750006,6600,68.9
3041030029,8255,66
3048100003,8550,96.3
3047860014,6000,60
3039840015,5250,80
3046850039,8000,76
3034990036,6942,58.8
3034990050,5000,100
3043140016,28880,99.2
3045270064,5200,100
3065910034,5000,81.6
3067940074,8000,65
3067810066,9011,72.2
3053950034,5000,64.8
3053950040,5000,71.2
3065410015,5438,70.3
3050430038,5040,85.6
3067490091,6500,75
3053220020,28550,52.5
3065200055,9640,71.6
3066800042,15050,63
3052250058,5000,88
3050450089,5300,76.5
3065410019,12000,74.3
3065180048,5985,68.8
3053280021,6000,75.8
3035300001,7940,100
3044130001,64600,66.4
3051870005,6920,66.5
3067060048,18000,58.2
3054180001,9880,55.2
3051360053,5284,71.2
3050500043,5781,58.8
3051500025,11965,67.5
3050440079,6012,77.8
3066580054,8880,57
3053930093,10264,100
3053400042,9460,72.8
3051350042,5025,78.5
3053870069,5000,67.2
3051030032,6500,57
3052870018,5320,68.1
3066030008,6000,80
3051040006,16000,70
3066340001,8000,70
3065630029,5333,61
3050890041,8118,78.2
3067470015,8100,85.2
3051360027,8767,86
3052000027,32430,71.3
3065630010,32100,56
3051870032,5000,78.7
3051050014,14865,83.5
3054230006,5017,100
3066560039,7810,51
3052180033,5200,81
3051030093,29550,69.2
3066130068,6000,53.6
3066810464,14500,92.7
3067540025,5980,65.6
3066360011,9133,92
3051040012,5255,88
3054000068,5600,80.2
3051090018,5983,75.2
3050660084,10000,90.7
3066810289,5000,52
3066130091,5200,67.2
3050840040,8486,88.1
3066810119,5250,66.7
3053350004,5500,56.8
3051470014,15000,95
3054390029,5627,94.4
3051080071,5844,89.3
3065140077,5000,67
3050300069,6000,86
3065630032,8000,75
3051860010,14000,75
3054230009,5017,100
3067400081,6050,58.5
3050460080,5300,88.9
3066810017,5382,100
3051670045,6000,90
3051930055,5962,59.3
3051330065,14786,100
3053310069,12068,58.5
3066150035,5178,71.2
3050830048,5875,85.2
3051320080,12753,65.6
3051260033,19522,100
3053920023,5000,83.7
3054240050,37245,65.6
3065630006,7890,80
3051520012,15330,75
3051170050,6000,100
3050870014,5600,85.8
3065730022,8700,100
3067440008,9555,80.5
3067570040,5030,80
3065380061,6780,80.8
3053580030,6000,79.2
3054000064,5600,82.8
3065830087,5382,66.4
3065920034,6000,50
3065190069,6000,71.2
3051310023,5000,100
3066890023,14750,100
3066810355,6000,52
3051700034,10000,88.9
3065920024,8000,90.5
3051120001,5545,77
3050900089,6628,100
3051110006,28560,73.7
3052160037,6000,65
3065190048,9000,66.4
3054640015,9218,72.5
3066780027,8331,73.3
3054400052,6067,54.4
3052360001,8250,88
3052290011,8200,100
3050430062,5713,100
3066020048,5500,65.2
3065370034,5983,80.8
3054190018,5051,74.4
3050440053,6647,94.2
3054000058,5600,82.5
3052150067,5000,78.6
3053780020,17243,70
3053780050,8000,84.8
3065090057,5000,55.2
3066150029,5105,64.8
3053220080,12909,92.5
3066660020,5000,80.6
3067490076,5000,75
3067470039,6000,53.3
3052830041,5100,76.8
3054030021,16200,91
3050840056,60000,97.1
3067290076,5000,57.6
3054080059,7500,63
3051050053,7104,92.2
3050430048,7020,56.8
3065320005,5800,60.8
3052030041,8468,50
3050860015,19000,59
3066860048,10000,94
3050460075,5300,84.8
3065680070,9480,100
3050830056,5840,90
3051070024,11692,100
3054160058,5858,69.7
3054190046,6018,100
3065290041,6000,55.9
3067820036,5303,81.5
3050830003,11816,61
3067430012,7100,75.2
3052310078,13500,78.2
3054180027,11700,99
3051210032,30000,61.5
3050460040,5300,82.3
3066570015,13400,56.5
3053180026,70000,96
3054950407,9724,82.4
3066950001,10000,67
3066320017,6453,65
3065480020,15024,50
3050640038,5000,89.5
3051360001,10977,100
3065630036,9650,87.2
3052250028,7300,100
3050500023,9800,92.2
3065480027,10000,50
3065340008,6000,57.8
3052290017,6150,91.8
3065730032,14700,66.3
3066810469,6000,68.6
3065030081,5000,63.2
3067390047,5681,85.7
3067040049,10000,62.5
3065870044,5475,70
3066170028,9600,55.5
3054950840,5935,60
3066640020,10785,85
3050260216,19650,80.2
3054220031,5017,51.2
3067310056,10750,50
3050890051,12262,65.8
3068060038,6000,51.7
3052730055,5500,71.2
3051460004,5000,100
3045860001,1845923,100
3066360001,10340,73.7
3065130024,6000,50
3050890048,6288,53
3053780005,17936,87.5
3067390057,7575,86.7
3065910080,5000,51.2
3066810472,6000,50
3051880014,11695,88
3050640012,5541,85.8
3067040041,7240,62.5
3065130019,18000,100
3051330008,7500,100
3051070097,6104,87.2
3064990005,17430,73.6
3065870042,7050,86
3067390068,8168,83.7
3066170023,11410,100
3052510011,6922,66.2
3066810437,7500,79.3
3051280018,7350,100
3052240135,6325,75
3053930025,5420,59.5
